EnsemblGeneID	GeneType	GeneName	Description	EntrezGeneID	GeneLength	AB_CON_CPM	AB_D_CPM	ATC_CON_CPM	ATC_D_CPM	LY_CON_CPM	LY_D_CPM	AB_D_CPM_logFC	ATC_D_CPM_logFC	LY_D_CPM_logFC	D_Con_logFC	D_Con_PValue	D_Con_FDR
ENSG00000001497	protein_coding	LAS1L	LAS1-like (S. cerevisiae)	81887	22193	6.32323567216766	6.17115110405812	6.20610275247282	5.95481354659958	5.93837313380103	5.72842985964667	-0.152084568109543	-0.251289205873242	-0.209943274154361	-0.204307537148464	0.00163900949370698	0.0136203192605484
ENSG00000001561	protein_coding	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)	22875	16706	5.00030455040797	5.26304988986089	4.67811291690025	4.62878363191361	4.98486063667754	5.08473155013214	0.262745339452925	-0.0493292849866398	0.099870913454593	0.106359119038367	0.239470925346104	0.500770699729497
ENSG00000001617	protein_coding	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	6405	34030	3.94456044110802	3.73749848734232	4.7838343786782	4.84112737105153	4.56170767451639	4.86642035302613	-0.207061953765703	0.057292992373327	0.304712678509736	0.0572708817401689	0.565339688943732	0.78412314757845
ENSG00000001626	protein_coding	CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	1080	250187	3.63221440432725	2.39166442698777	5.05215982800409	3.95072598824595	4.58752818103471	2.90816726426342	-1.24054997733949	-1.10143383975813	-1.67936091677129	-1.33815544629495	1.72099156975356e-30	3.89718540970694e-28
ENSG00000001629	protein_coding	ANKIB1	ankyrin repeat and IBR domain containing 1	54467	155150	6.32520319211057	6.29177980074076	6.52121865626549	6.53318149375747	6.53954650896457	6.57511294950425	-0.0334233913698103	0.0119628374919829	0.0355664405396858	0.00477175903546409	0.939793241433172	0.975549757151234
ENSG00000001630	protein_coding	CYP51A1	cytochrome P450, family 51, subfamily A, polypeptide 1	1595	30801	1.97190215163364	2.20410929749359	2.37779224498903	2.67748656141585	2.50755094060668	3.05627842563437	0.23220714585995	0.299694316426813	0.54872748502769	0.368539164718189	0.00106663985569113	0.00944132620148232
ENSG00000001631	protein_coding	KRIT1	KRIT1, ankyrin repeat containing	889	47197	4.73787376521522	4.81389338590673	4.82067748639561	4.80692637909044	4.87295547237242	4.83204945157523	0.0760196206915067	-0.0137511073051693	-0.0409060207971947	0.0072425639455646	0.934142951407512	0.973701594228912
ENSG00000002016	protein_coding	RAD52	RAD52 homolog (S. cerevisiae)	5893	77976	3.27316375724387	3.25076863167125	3.3235832130893	3.09050712555674	3.12811867449624	2.88396838292254	-0.0223951255726185	-0.233076087532557	-0.244150291573701	-0.164985249383084	0.125636303870242	0.336423023326508
ENSG00000002330	protein_coding	BAD	BCL2-associated agonist of cell death	572	14874	2.46340166671116	2.6599482503394	2.38260834389338	2.35757258586087	2.89296945266377	3.24226803904834	0.196546583628237	-0.0250357580325065	0.349298586384573	0.181188904548229	0.126868021026651	0.338855081912543
ENSG00000002549	protein_coding	LAP3	leucine aminopeptidase 3	51056	30780	5.75161224633375	5.80231434128182	5.7838084153836	5.81780411213387	5.59443614507159	5.58381449228857	0.0507020949480692	0.033995696750269	-0.0106216527830281	0.025040301326052	0.700396944412739	0.869372881945625
ENSG00000002586	protein_coding	CD99	CD99 molecule	4267	50130	7.04142719194957	7.18615929924948	6.45531358997322	6.70966673981537	6.92809188776739	7.28932717607391	0.144732107299912	0.254353149842156	0.361235288306518	0.253347439390917	0.000326369805584862	0.00349439444324785
ENSG00000002587	protein_coding	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	9957	36615	2.71393382945372	1.38596331678366	3.02097029936404	1.89880564366045	2.96368549369271	1.87874445850877	-1.32797051267006	-1.12216465570359	-1.08494103518395	-1.18169877491279	8.04291314156774e-26	1.34912420808001e-23
ENSG00000002822	protein_coding	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	8379	417450	5.38093260585536	5.36009043402397	4.8755176691037	4.82951804331776	4.93293319623531	5.02881025855337	-0.0208421718313847	-0.0459996257859414	0.0958770623180625	0.00927630213018413	0.911451047081903	0.965294136858044
ENSG00000002834	protein_coding	LASP1	LIM and SH3 protein 1	3927	51911	9.2986618238391	9.32913166620067	9.34403671033072	9.48567525303335	9.13169950181565	9.27737063707948	0.0304698423615761	0.14163854270263	0.145671135263832	0.105924954798978	0.20928812675881	0.461323455267999
ENSG00000002919	protein_coding	SNX11	sorting nexin 11	29916	19717	5.15179458293442	5.26375660830865	4.98961070604111	5.08970687591377	5.16643148700005	5.45559042593632	0.111962025374234	0.100096169872663	0.289158938936274	0.167347575243768	0.0466569682710393	0.175700728353274
ENSG00000003056	protein_coding	M6PR	mannose-6-phosphate receptor (cation dependent)	4074	9592	6.96308545523943	6.8473524538758	7.24247860071109	7.09492513179449	6.74876851850142	6.61486496464096	-0.115733001363625	-0.147553468916603	-0.133903553860463	-0.132463119261658	0.0432180746736138	0.167342257221542
ENSG00000003096	protein_coding	KLHL13	kelch-like family member 13	90293	219527	5.69274102692331	5.24741384822838	6.42616174564395	6.12993439966349	5.49334619731642	4.65746831508024	-0.445327178694927	-0.296227345980451	-0.83587788223618	-0.520460672473255	1.96587771059537e-08	5.57627984422949e-07
ENSG00000003147	protein_coding	ICA1	islet cell autoantigen 1, 69kDa	3382	149503	2.76120742307876	2.57138440357838	3.50236971129387	3.16345632213568	2.95709801188316	2.68825101825196	-0.18982301950038	-0.338913389158194	-0.268846993631208	-0.270000232282711	0.0123159201226958	0.0670955921038764
ENSG00000003249	protein_coding	DBNDD1	dysbindin (dystrobrevin binding protein 1) domain containing 1	79007	15263	4.57545061195058	4.80226571869976	5.26338322286625	5.46238618849836	4.9117976728619	5.01587715089023	0.226815106749181	0.199002965632109	0.104079478028322	0.176957287426767	0.0333682259073953	0.140080884705648
ENSG00000003393	protein_coding	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	57679	80635	5.95988507605367	5.83501791881668	6.64086727573752	6.27394208444461	6.18310594993711	5.91762237630722	-0.124867157236998	-0.366925191292904	-0.265483573629891	-0.253516014599355	0.00029203900357869	0.00319479383383547
ENSG00000003400	protein_coding	CASP10	caspase 10, apoptosis-related cysteine peptidase	843	46525	4.4471080693025	3.98898839664341	3.63138902441762	3.17761374418545	3.22452091242323	2.90416219972312	-0.458119672659081	-0.453775280232168	-0.320358712700109	-0.416280117313845	2.66659411029382e-05	0.00039467335704316
ENSG00000003402	protein_coding	CFLAR	CASP8 and FADD-like apoptosis regulator	8837	60583	7.50837941690691	8.00000485470247	8.21286460851407	8.57589317938734	7.99161669610953	8.57336794912882	0.491625437795556	0.36302857087327	0.581751253019288	0.478760691873885	6.54314406839192e-10	2.39627219561296e-08
ENSG00000003436	protein_coding	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	7035	101530	4.20849900986437	4.52415085073335	5.24366550074952	5.25571495030565	4.97674195785117	4.83731009115596	0.315651840868973	0.0120494495561285	-0.139431866695214	0.0603306049428015	0.554270021334632	0.778392741653893
ENSG00000003509	protein_coding	NDUFAF7	NADH dehydrogenase (ubiquinone) complex I, assembly factor 7	55471	21772	3.85245414197943	3.83582614624708	4.18011767957955	4.08297045541658	4.0894691126543	4.1029452120672	-0.0166279957323479	-0.0971472241629696	0.0134760994128973	-0.0340603486464889	0.699476419025398	0.869354748014827
ENSG00000003756	protein_coding	RBM5	RNA binding motif protein 5	10181	30113	6.8551741831088	6.78447420121618	6.86648440708252	6.83420221612758	6.64986292059009	6.67368859092628	-0.0706999818926164	-0.0322821909549473	0.023825670336187	-0.0265944150056026	0.687032944767087	0.861689408679373
ENSG00000003987	protein_coding	MTMR7	myotubularin related protein 7	9108	115498	4.04484776379898	4.03607901973793	0.974422475699403	0.905783109006674	1.8721529369552	1.63954300714198	-0.00876874406104644	-0.0686393666927286	-0.232609929813213	-0.0892660866670455	0.468336200824909	0.719177662817364
ENSG00000003989	protein_coding	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	6542	73485	8.35660774811534	7.71784067433596	2.90859333901654	3.25442597127532	3.91860483238187	3.67487189848486	-0.638767073779381	0.345832632258771	-0.243732933897016	-0.205136701211604	0.121138908152376	0.328263730567678
ENSG00000004059	protein_coding	ARF5	ADP-ribosylation factor 5	381	3360	5.91617249461694	6.03785662633471	6.22130495602482	6.32825535796259	6.10033268824828	6.30207594965243	0.12168413171777	0.106950401937765	0.201743261404153	0.143409940173989	0.0266173396367269	0.11927763642619
ENSG00000004142	protein_coding	POLDIP2	polymerase (DNA-directed), delta interacting protein 2	26073	10345	6.3333258812573	6.40533945961955	6.19176802987348	6.36676271105782	6.25535879315896	6.44538857654604	0.072013578362256	0.174994681184346	0.190029783387079	0.145544656391357	0.0237545783730836	0.109593703346379
ENSG00000004399	protein_coding	PLXND1	plexin D1	23129	51643	6.74106273541492	6.76513849152975	4.55871748599559	4.16768543533747	5.96980012904406	6.41826368384005	0.0240757561148293	-0.391032050658117	0.448463554795988	0.035147460636744	0.7647677259909	0.902979898639658
ENSG00000004455	protein_coding	AK2	adenylate kinase 2	204	73012	6.4678990510803	6.45630893204919	6.76132115427029	6.83999974129212	6.50693719384185	6.53391052943149	-0.0115901190311121	0.0786785870218312	0.0269733355896475	0.0315690068839436	0.62736356574265	0.827732449771352
ENSG00000004478	protein_coding	FKBP4	FK506 binding protein 4, 59kDa	2288	10470	5.81579183460934	5.57861608579008	6.12364173198296	6.14838194237006	6.12294760063049	5.90314647568383	-0.237175748819259	0.0247402103871002	-0.219801124946658	-0.143146634925184	0.0487886228449617	0.181315924123221
ENSG00000004487	protein_coding	KDM1A	lysine (K)-specific demethylase 1A	23028	64241	6.47905078385211	6.49775014827581	6.62951646462266	6.71428724089079	6.67717499670092	6.68482073790315	0.0186993644237043	0.0847707762681313	0.00764574120222328	0.0371408122314961	0.569721594702543	0.78661689084353
ENSG00000004534	protein_coding	RBM6	RNA binding motif protein 6	10180	160038	6.03908130029194	5.98569368531083	6.36511683269384	6.35622077972687	6.37694079018956	6.31683910383193	-0.0533876149811094	-0.0088960529669686	-0.0601016863576245	-0.0406825768317198	0.522426152314635	0.757950254297805
ENSG00000004660	protein_coding	CAMKK1	calcium/calmodulin-dependent protein kinase kinase 1, alpha	84254	34576	3.59169125930634	3.60545907847288	4.45850205863499	4.19160140383826	4.10742798322492	4.26942646852016	0.0137678191665396	-0.266900654796734	0.161998485295239	-0.0330355735701404	0.744925618844667	0.892713290274856
ENSG00000004700	protein_coding	RECQL	RecQ helicase-like	5965	32758	5.74154481362267	5.95451685407916	5.18766572149754	5.14551207019824	5.32128630576847	5.13856588078263	0.212972040456489	-0.0421536512993077	-0.182720424985837	-0.00141234526922004	0.987630139563395	0.995691229965708
ENSG00000004766	protein_coding	CCDC132	coiled-coil domain containing 132	55610	128781	4.60166019611675	4.75881073948735	4.78747053228598	4.84468075843943	4.64910590235522	4.70658735959091	0.157150543370599	0.0572102261534466	0.0574814572356885	0.0908029888562864	0.281326535093061	0.54648365644578
ENSG00000004777	protein_coding	ARHGAP33	Rho GTPase activating protein 33	115703	14290	3.74737162064576	3.98385058862423	2.38260834389338	2.18890498259	2.5165393920121	2.53610191585224	0.236478967978468	-0.193703361303384	0.0195625238401327	0.0387752961678601	0.744624218102953	0.892484937488076
ENSG00000004779	protein_coding	NDUFAB1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa	4706	15354	4.25406322518292	4.36727642813323	4.2802934164022	4.223339894625	4.44650288826191	4.45881461187975	0.113213202950306	-0.0569535217771966	0.0123117236178381	0.0231909434391031	0.782636816564211	0.912072969950191
ENSG00000004864	protein_coding	SLC25A13	solute carrier family 25 (aspartate/glutamate carrier), member 13	10165	201927	5.45570883400495	5.54412633577291	6.20202163054753	6.2929250884752	5.62332765670617	5.51523053173224	0.0884175017679647	0.0909034579276771	-0.108097124973925	0.0250981795045072	0.716843076191156	0.878421885239533
ENSG00000004866	protein_coding	ST7	suppression of tumorigenicity 7	7982	276865	3.84463709562853	3.93676789432803	3.80646253928557	3.60804952969404	3.82764251105136	3.83069743040913	0.0921307986994933	-0.198413009591531	0.00305491935776914	-0.0334076251517401	0.739021709766648	0.889694131720667
ENSG00000004897	protein_coding	CDC27	cell division cycle 27	996	71719	5.91617249461694	6.10446555735233	6.10591334698923	6.22331628277744	6.13065175233053	6.25960340554161	0.188293062735387	0.117402935788213	0.128951653211082	0.144880107917155	0.0246152226332701	0.112636614073701
ENSG00000004961	protein_coding	HCCS	holocytochrome c synthase	3052	11777	5.27149115829778	5.282010815669	5.32347605062701	5.33995459832002	5.44708369439114	5.40688648049129	0.0105196573712174	0.0164785476930103	-0.0401972138998543	-0.00437505966381798	0.955426243836385	0.982544382001586
ENSG00000004975	protein_coding	DVL2	dishevelled segment polarity protein 2	1856	9204	6.04523310449682	6.10643677565087	5.29246354355128	5.08220073136873	4.92957225101347	4.94649512406909	0.0612036711540469	-0.210262812182544	0.0169228730556235	-0.0430034368735963	0.609253776317821	0.814426820257646
ENSG00000005007	protein_coding	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	5976	36298	7.02474703947059	6.98871050239527	6.90213946286764	6.88599102162311	6.80395764252115	6.83069074375343	-0.0360365370753142	-0.0161484412445274	0.0267331012322751	-0.00861526651516776	0.895382000643266	0.960138071505444
ENSG00000005020	protein_coding	SKAP2	src kinase associated phosphoprotein 2	8935	328177	5.90681838000023	6.09496603591908	6.04873350725738	6.21818884997985	6.07507789091185	6.07998268013464	0.188147655918846	0.169455342722464	0.00490478922279092	0.12120019478914	0.0750160946132565	0.241215678018526
ENSG00000005022	protein_coding	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	292	2919	7.74197934593696	7.86155625438092	7.24644702207664	7.18563120105765	7.07393441741601	6.98985774467531	0.119576908443958	-0.0608158210189913	-0.0840766727406939	-0.00782188064691094	0.91549728147592	0.966444225392052
ENSG00000005059	protein_coding	CCDC109B	coiled-coil domain containing 109B	55013	128521	4.29364613566911	4.80712197412329	3.72916244078051	3.96058473144326	3.67142257384774	3.8784306843246	0.513475838454181	0.231422290662751	0.20700811047686	0.323865488281259	0.000734563510584348	0.00694538233702821
ENSG00000005073	protein_coding	HOXA11	homeobox A11	3207	3713	2.33983331996571	2.0618262174586	1.25214805724441	1.02332814147066	2.93715314607153	2.99357762493925	-0.278007102507112	-0.228819915773748	0.0564244788677137	-0.132008576190884	0.27113575241285	0.534904831164245
ENSG00000005075	protein_coding	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	5439	5789	4.32881370098645	4.25233617489616	4.06049165493286	3.93247476787212	4.19401464154365	4.48987874936574	-0.076477526090291	-0.128016887060743	0.295864107822094	0.0311269913768984	0.756269201174361	0.899409326767315
ENSG00000005100	protein_coding	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	56919	28148	5.59268554943386	5.50161986853974	5.03772939312326	5.02853491857308	5.08115367810025	4.88787395023261	-0.0910656808941201	-0.00919447455017686	-0.193279727867636	-0.0973670059554235	0.23876906135949	0.500198336676605
ENSG00000005102	protein_coding	MEOX1	mesenchyme homeobox 1	4222	21566	4.5166470549912	2.81070523350042	3.38006491829269	2.18890498259	6.37106801589165	4.90099662714933	-1.70594182149078	-1.19115993570269	-1.47007138874232	-1.47120610252651	2.09132629473566e-44	1.05240186542865e-41
ENSG00000005156	protein_coding	LIG3	ligase III, DNA, ATP-dependent	3980	29249	3.96777662235672	4.08168103176898	4.03165370305445	4.16200005948314	4.23407243894149	4.41445112127113	0.113904409412269	0.130346356428687	0.180378682329638	0.142026289733383	0.09198730420831	0.275643393238249
ENSG00000005175	protein_coding	RPAP3	RNA polymerase II associated protein 3	79657	44812	4.74964208035348	4.6505760818608	4.91926308852362	4.72156948961567	4.91094577738641	4.78925916030005	-0.0990659984926818	-0.197693598907954	-0.121686617086354	-0.139807208658986	0.11140528733038	0.311838409344431
ENSG00000005187	protein_coding	ACSM3	acyl-CoA synthetase medium-chain family member 3	6296	187338	1.44403889817528	0.967112522593518	4.14086042591155	3.12306008532496	2.39994610367278	1.6775814600291	-0.476926375581757	-1.01780034058659	-0.722364643643676	-0.789230003430182	3.27084689366531e-09	1.04223180317403e-07
ENSG00000005189	protein_coding	AC004381.6	Putative RNA exonuclease NEF-sp 	81691	43239	3.20885234421144	3.79729548230413	1.84041534150059	1.63716943317834	1.48029905850912	1.57046258511978	0.58844313809269	-0.203245908322248	0.0901635266106637	0.198131985373548	0.185729228452551	0.42865687565565
ENSG00000005194	protein_coding	CIAPIN1	cytokine induced apoptosis inhibitor 1	57019	19359	5.08899660343929	5.08975438700625	5.31279196513045	5.33932501920511	5.03654682851448	5.01216058181624	0.000757783566956327	0.0265330540746547	-0.0243862466982421	0.00125079118471611	0.987615760610551	0.995691229965708
ENSG00000005206	protein_coding	SPPL2B	signal peptide peptidase like 2B	56928	26191	5.0916409731423	4.97533296089522	4.82687480290868	4.68437505938484	4.94879162484855	5.02512690032326	-0.116308012247081	-0.142499743523839	0.0763352754747091	-0.06097267580193	0.498244032512305	0.740671035968575
ENSG00000005238	protein_coding	FAM214B	family with sequence similarity 214, member B	80256	12229	5.60569423260302	5.31784060531177	5.84179057668399	5.89737521949944	6.39441702349284	6.39882586121993	-0.287853627291243	0.0555846428154512	0.00440883772709455	-0.0739429532532751	0.338412960643995	0.605406543027699
ENSG00000005243	protein_coding	COPZ2	coatomer protein complex, subunit zeta 2	51226	11863	4.79739898655007	4.88175751368304	3.83133546029848	3.97362579145304	4.5562697406266	5.01029870071607	0.0843585271329772	0.142290331154557	0.454028960089469	0.228417297377986	0.013572022338841	0.0722582552969564
ENSG00000005249	protein_coding	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	5577	117162	2.25744707049488	1.6595188703739	2.95783046548263	2.3120934910277	1.27315796375395	0.473442161915755	-0.597928200120978	-0.645736974454935	-0.799715801838199	-0.667315538861991	1.08933004294089e-08	3.25290709745887e-07
ENSG00000005302	protein_coding	MSL3	male-specific lethal 3 homolog (Drosophila)	10943	17594	4.69243187706168	4.6505760818608	5.17036333664283	5.1824876225618	5.02004983396626	4.90501047705449	-0.0418557952008838	0.0121242859189605	-0.115039356911772	-0.0478184464779981	0.581325252718678	0.795216513740521
ENSG00000005339	protein_coding	CREBBP	CREB binding protein	1387	155672	6.57169793235421	6.43419178538095	6.5621255774166	6.43818108836702	6.27369904012932	6.17154575234316	-0.137506146973255	-0.123944489049586	-0.102153287786155	-0.121397877387891	0.0546502830533588	0.195609429885665
ENSG00000005379	protein_coding	BZRAP1	benzodiazepine receptor (peripheral) associated protein 1	9256	27532	3.67163034378245	3.45516477792495	0.693558875671659	0.367829092605767	2.9702430331062	3.05988320134544	-0.216465565857497	-0.325729783065892	0.0896401682392378	-0.121228079524494	0.336499744807268	0.604052560752128
ENSG00000005436	protein_coding	GCFC2	GC-rich sequence DNA-binding factor 2	6936	58989	3.07628261527441	3.18960365158635	3.25957320287039	3.21653100365086	3.09549804756403	2.98980308733604	0.113321036311941	-0.0430421992195278	-0.105694960227991	-0.0105338682160681	0.921386940497826	0.969098178566401
ENSG00000005448	protein_coding	WDR54	WD repeat domain 54	84058	4077	4.68369507506276	4.91092411451067	4.60890116812	4.72350077874905	4.83663174445873	4.98492525373527	0.227229039447905	0.114599610629043	0.14829350927654	0.163807388596144	0.0627520689308264	0.215063874342142
ENSG00000005469	protein_coding	CROT	carnitine O-octanoyltransferase	54677	54114	4.89221376980615	4.64081638217297	4.57983989536649	4.64619627783606	4.80304776897329	4.55646336286543	-0.251397387633175	0.0663563824695741	-0.246584406107861	-0.144336034897596	0.113363814380635	0.315565282931712
ENSG00000005471	protein_coding	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	5244	78738	3.81613974273807	3.06539750790159	3.11946421359805	2.63707490435141	3.49620912580883	2.53091642435054	-0.750742234836479	-0.482389309246636	-0.965292701458287	-0.735148309659427	6.21065305078653e-10	2.28065251354153e-08
ENSG00000005483	protein_coding	KMT2E	lysine (K)-specific methyltransferase 2E	55904	100182	5.68312969433577	5.56835545923206	6.12759180790371	6.03631581059462	5.99252652107008	5.94906432617415	-0.114774235103713	-0.0912759973090935	-0.0434621948959313	-0.0831165059677064	0.192390300413404	0.438408847611742
ENSG00000005486	protein_coding	RHBDD2	rhomboid domain containing 2	57414	46324	5.3207837861482	5.04441089363076	5.62369477316231	5.48134266234555	5.3998957375287	5.43144396803176	-0.276372892517443	-0.142352110816752	0.0315482305030557	-0.128982538864435	0.131044324549602	0.3454969565449
ENSG00000005700	protein_coding	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase	25998	77771	6.34195847956567	6.32939753144433	6.80413114904366	6.75474696186442	6.48162865899703	6.47235104407292	-0.0125609481213393	-0.0493841871792364	-0.0092776149241125	-0.0239149794875234	0.705035568110829	0.871652770352846
ENSG00000005801	protein_coding	ZNF195	zinc finger protein 195	7748	39961	4.6933026542949	4.48104280542742	4.63940203015638	4.37847562853658	4.50751087256838	4.18776243196993	-0.212259848867486	-0.260926401619792	-0.319748440598452	-0.263787046763233	0.00101699813506454	0.00907814513844594
ENSG00000005810	protein_coding	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	23077	282395	5.8595037822374	5.9575776739077	5.68053142259633	5.85307496820911	5.72133655759485	5.73971102859692	0.098073891670305	0.17254354561279	0.018374471002069	0.0967258355022283	0.145066943002068	0.368415804592355
ENSG00000005812	protein_coding	FBXL3	F-box and leucine-rich repeat protein 3	26224	34597	5.0226475720471	5.2965878234541	5.12222318999686	5.33238145502994	5.36983226364559	5.58631622064957	0.273940251407	0.210158265033079	0.216483957003979	0.233650959435129	0.00320337629488092	0.023564847709013
ENSG00000005882	protein_coding	PDK2	pyruvate dehydrogenase kinase, isozyme 2	5164	17415	4.56025711187272	4.40364117592392	4.06049165493286	3.50851730089112	3.86682865654668	3.78351254092908	-0.156615935948801	-0.551974354041743	-0.0833161156175986	-0.262539085967364	0.012454619308497	0.0676342576117301
ENSG00000005884	protein_coding	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	3675	34513	11.0953691903953	10.8267035068898	11.4830056153311	11.4571867435083	11.2662621799252	11.3648695288897	-0.268665683505507	-0.0258188718228123	0.0986073489645296	-0.0652258729292807	0.561491352113441	0.78205006702663
ENSG00000005889	protein_coding	ZFX	zinc finger protein, X-linked	7543	67082	4.65983796436959	4.61113477686842	4.85400450654785	4.90208227118346	5.41619746901186	5.42447009380251	-0.0487031875011752	0.0480777646356136	0.00827262479065194	0.00293414420574346	0.971780477517406	0.989423094066016
ENSG00000005893	protein_coding	LAMP2	lysosomal-associated membrane protein 2	3920	41538	8.74506430872159	8.56861999424105	8.47368526711768	8.70037686427225	8.08464418396363	8.21319901976682	-0.176444314480541	0.226691597154563	0.128554835803191	0.0595903189851545	0.5113392532248	0.751061627505804
ENSG00000006007	protein_coding	GDE1	glycerophosphodiester phosphodiesterase 1	51573	20456	6.18055573716032	6.07134364925843	6.19416706319057	6.08369641737243	6.20377372175482	6.25410699588183	-0.109212087901886	-0.110470645818134	0.0503332741270093	-0.0565802159159714	0.400919712490391	0.66464447973881
ENSG00000006015	protein_coding	C19orf60	chromosome 19 open reading frame 60	55049	3651	4.59235419552488	4.60557053442294	4.69853484927328	4.91566049344759	4.46519375630331	4.64791968310455	0.0132163388980633	0.217125644174305	0.182725926801242	0.138005138938776	0.101422424918001	0.295143818239641
ENSG00000006025	protein_coding	OSBPL7	oxysterol binding protein-like 7	114881	14462	4.72089359556112	4.65381469814375	4.67909197305297	4.3222363902375	4.51088820154031	4.2171157505318	-0.0670788974173639	-0.356855582815462	-0.29377245100851	-0.237898312537263	0.00645304489253355	0.0410475285369164
ENSG00000006042	protein_coding	TMEM98	transmembrane protein 98	26022	17196	6.40151512937251	6.42505957786993	5.96049062583849	6.08219205189106	6.13394097893336	6.17528953748045	0.023544448497419	0.121701426052569	0.0413485585470834	0.0619354957282192	0.339058682321717	0.606156620619101
ENSG00000006062	protein_coding	MAP3K14	mitogen-activated protein kinase kinase kinase 14	9020	53919	5.09625698908421	4.72328458467505	4.40506525480319	4.35375066132686	4.82129828721294	4.48720391576122	-0.372972404409158	-0.0513145934763237	-0.334094371451722	-0.255242702181973	0.0046772942289597	0.0319241769095011
